Sloupec1;ZZ_ID;ZZ_kod;PCZ;PCDP;ZZ_nazev;ZZ_druh_kod;ZZ_druh_nazev;ZZ_druh_nazev_sekundarni;ZZ_misto_poskytovani_ID;ZZ_kraj_kod;ZZ_kraj_nazev;ZZ_okres_kod;ZZ_okres_nazev;ZZ_ORP_kod;ZZ_ORP_nazev;ZZ_obec;ZZ_spravni_obvod;ZZ_PSC;ZZ_ulice;ZZ_cislo_domovni_orientacni;ZZ_RUIAN_kod;ZZ_GPS;ZZ_datum_zahajeni_cinnosti;ZZ_obor_pece;ZZ_forma_pece;ZZ_druh_pece;ZZ_rozsah_pece;poskytovatel_druh;poskytovatel_nazev;poskytovatel_osoba_typ;poskytovatel_pravni_forma_kod;poskytovatel_pravni_forma_nazev;poskytovatel_sidlo_kraj_kod;poskytovatel_sidlo_kraj_nazev;poskytovatel_sidlo_okres_kod;poskytovatel_sidlo_okres_nazev;poskytovatel_sidlo_obec;poskytovatel_sidlo_PSC;poskytovatel_sidlo_ulice;poskytovatel_sidlo_cislo_domovni_orientacni;poskytovatel_sidlo_RUIAN_kod;poskytovatel_telefon;poskytovatel_fax;poskytovatel_email;poskytovatel_web;poskytovatel_datova_schranka;poskytovatel_odborny_zastupce;zrizovatel_typ;ZZ_obor_pece_strucne;latitude;longitude;ico_str;ulice_str;match_key;Pondělí;Úterý;Středa;Čtvrtek;Pátek;Sobota;Neděle
48515469;27537;4,85155E+13;0;0;Miroslava Svobodová;360;Samostatná stomatologická laboratoř;;130656;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63800;Halasovo náměstí;597/1;19264721.0;POINT(49.223155325666 16.627194332263);01.10.1993;Zubní technik;;;;Samostatná stomatologická laboratoř;Miroslava Svobodová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63800;Halasovo náměstí;597/1 ;19264721.0;;;vpetraskova@seznam.cz;;mgquj42;;Fyzická osoba;Zubař;49.223155325666;16.627194332263;48515469;halasovo náměstí;48515469_halasovo náměstí;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48515124;27508;4,85151E+13;0;0;MUDr. Zdeňka Dvořáková;322;Samostatná ordinace PL - stomatologa;;130663;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61600;Makovského náměstí;3147/2;25854194.0;POINT(49.21821908729 16.575895077734);01.10.1993;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Zdeňka Dvořáková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61600;Makovského náměstí;3147/2 ;25854194.0;4,20604E+11;;dvorakovazdenka@email.zz;;pxruj24;;Fyzická osoba;Zubař;49.21821908729;16.575895077734;48515124;makovského náměstí;48515124_makovského náměstí;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48515116;27507;4,85151E+13;0;0;MUDr. Jana Dvořáková;322;Samostatná ordinace PL - stomatologa;;130664;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61600;Makovského náměstí;3147/2;25854194.0;POINT(49.21821908729 16.575895077734);01.10.1993;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Jana Dvořáková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61600;Makovského náměstí;3147/2 ;25854194.0;;;;;vjwujzk;;Fyzická osoba;Zubař;49.21821908729;16.575895077734;48515116;makovského náměstí;48515116_makovského náměstí;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48515094;27505;4,85151E+13;0;0;MUDr. Zuzana Trávničková;320;Samost. ordinace všeob. prakt. lékaře;;130653;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61400;Vranovská;1570/61;19244932.0;POINT(49.208825976529 16.627804242734);01.10.1993;všeobecné praktické lékařství;primární ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Zuzana Trávničková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61400;Vranovská;1570/61 ;19244932.0;4,20545E+11;;zuzka.travnickova@seznam.cz;;6c7ujzg;;Fyzická osoba;Praktik;49.208825976529;16.627804242734;48515094;vranovská;48515094_vranovská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48515060;27503;4,85151E+13;0;0;MUDr. Alena Vlachová;320;Samost. ordinace všeob. prakt. lékaře;;129638;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61400;Vranovská;1570/61;19244932.0;POINT(49.208825976529 16.627804242734);01.10.1993;všeobecné praktické lékařství;primární ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Alena Vlachová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61400;Vranovská;1570/61 ;19244932.0;4,20545E+11;;all.vlachova@seznam.cz;;bzcujzt;;Fyzická osoba;Praktik;49.208825976529;16.627804242734;48515060;vranovská;48515060_vranovská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48514926;27492;4,85149E+13;0;0;MUDr. Miluše Matyšková;322;Samostatná ordinace PL - stomatologa;;130648;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61200;Palackého třída;2522/137;19719272.0;POINT(49.231490303457 16.588902965784);01.10.1993;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Miluše Matyšková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61200;Palackého třída;2522/137 ;19719272.0;4,20541E+11;;milusematyskova@seznam.cz;;hmhujyb;;Fyzická osoba;Zubař;49.231490303457;16.588902965784;48514926;palackého třída;48514926_palackého třída;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48514870;27489;4,85149E+13;0;0;MUDr. Ludmila Štefcová;322;Samostatná ordinace PL - stomatologa;;130626;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61200;Jana Babáka;2733/11;19721595.0;POINT(49.216527448188 16.588166959964);01.10.1993;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Ludmila Štefcová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61200;Jana Babáka;2733/11 ;19721595.0;;;;;ksmujzp;;Fyzická osoba;Zubař;49.216527448188;16.588166959964;48514870;jana babáka;48514870_jana babáka;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48514462;27465;4,85145E+13;0;0;MUDr. Marie Nehybová;322;Samostatná ordinace PL - stomatologa;;130633;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61200;Jana Babáka;2733/11;19721595.0;POINT(49.216527448188 16.588166959964);01.10.1993;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Marie Nehybová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61200;Jana Babáka;2733/11 ;19721595.0;;;;;gxeujvy;;Fyzická osoba;Zubař;49.216527448188;16.588166959964;48514462;jana babáka;48514462_jana babáka;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48514284;27454;4,85143E+13;0;0;MUDr. Číhalová Blanka;320;Samost. ordinace všeob. prakt. lékaře;;130627;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61200;Hudcova;556/74a;26746794.0;POINT(49.236038358749 16.583464615067);01.01.1994;všeobecné praktické lékařství;primární ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Blanka Číhalová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61200;Hudcova;556/74a;26746794.0;4,20541E+11;;dr.cihalova@gmail.com;http://www.bcmedical.cz;t82zms9;;Fyzická osoba;Praktik;49.236038358749;16.583464615067;48514284;hudcova;48514284_hudcova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48514055;27441;4,85141E+13;0;0;Ivana Horáčková;360;Samostatná stomatologická laboratoř;;226765;CZ064;Jihomoravský kraj;CZ0646;Vyškov;6215;Slavkov u Brna;Hostěrádky-Rešov;;68352;;217;472832.0;POINT(49.118915089592 16.782173353627);01.08.1993;Zubní technik;specializovaná ambulantní péče;;;Samostatná stomatologická laboratoř;Ivana Horáčková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0646;Vyškov;Hostěrádky-Rešov;68352;;217;472832.0;;;;;q2kujsi;;Fyzická osoba;Zubař;49.118915089592;16.782173353627;48514055;nan;48514055_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48513571;27414;4,85136E+13;0;0;PhDr. Zdeněk Ettl;340;Samostatné zařízení psychologa;;128509;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63600;Skorkovského;2141/139;19640617.0;POINT(49.194145927567 16.649977331824);01.09.1993;Klinický psycholog;;;;Samostatné zařízení psychologa;PhDr. Zdeněk Ettl;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63600;Skorkovského;2141/139 ;19640617.0;4,20548E+11;;ettl@quick.cz;;thmujqn;;Fyzická osoba;Psychologie;49.194145927567;16.649977331824;48513571;skorkovského;48513571_skorkovského;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48513547;27412;4,85135E+13;0;0;MUDr. Soňa Dvořáčková;322;Samostatná ordinace PL - stomatologa;;130598;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61400;Rotalova;1091/38;19251360.0;POINT(49.210814511006 16.627471317687);01.01.1994;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Soňa Dvořáčková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61400;Rotalova;1091/38 ;19251360.0;;;sdvorackova@seznam.cz;;t26pqwt;;Fyzická osoba;Zubař;49.210814511006;16.627471317687;48513547;rotalova;48513547_rotalova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48513300;27402;4,85133E+13;0;0;MUDr. Jitka Weinštuková;322;Samostatná ordinace PL - stomatologa;;130601;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62800;Scheinerova;1150/20;19421788.0;POINT(49.202194909593 16.685453204194);01.09.1993;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Jitka Weinštuková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;62800;Scheinerova;1150/20 ;19421788.0;;;;;yagghqx;;Fyzická osoba;Zubař;49.202194909593;16.685453204194;48513300;scheinerova;48513300_scheinerova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48513229;27399;4,85132E+13;0;0;MUDr. Eva Fenclová;324;Samostatná ordinace lékaře specialisty;;130574;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63600;Slatinská;3050/2;19650337.0;POINT(49.195773385088 16.653017608369);01.08.1993;endokrinologie a diabetologie, vnitřní lékařství;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;MUDr. Eva Fenclová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63600;Slatinská;3050/2 ;19650337.0;;;;http://interniadiabetologickaordinace.cz/;iqcujqs;;Fyzická osoba;Interna;49.195773385088;16.653017608369;48513229;slatinská;48513229_slatinská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48512478;27352;4,85125E+13;0;0;Nemocnice Milosrdných bratří, příspěvková organizace;102;Nemocnice;Porodnice, Léčebna pro dlouhodobě nemocné (LDN);129946;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63900;Polní;553/3;19127812.0;POINT(49.185627872324 16.596913496359);01.07.1993;algeziologie, anesteziologie a intenzivní medicína, angiologie, dětské lékařství, endokrinologie a diabetologie, Fyzioterapeut, gastroenterologie, geriatrie, gynekologie a porodnictví, hematologie a transfúzní lékařství, chirurgie, kardiologie, klinická biochemie, klinická farmacie, klinická onkologie, Klinický psycholog, nefrologie, neonatologie, neurologie, Nutriční terapeut, ortopedie a traumatologie pohybového ústrojí, otorinolaryngologie a chirurgie hlavy a krku, paliativní medicína, Radiologický asistent, radiologie a zobrazovací metody, rehabilitační a fyzikální medicína, revmatologie, vnitřní lékařství, Všeobecná sestra, všeobecné praktické lékařství, Zdravotní laborant;akutní lůžková péče intenzivní, akutní lůžková péče standardní, ambulantní péče, dlouhodobá intenzivní ošetřovatelská péče (DIOP), následná lůžková péče - standardní, primární ambulantní péče, specializovaná ambulantní péče, stacionární péče;;;Nemocnice;Nemocnice Milosrdných bratří, příspěvková organizace;právnická osoba;331.0;Příspěvková organizace zřízená územním samosprávným celkem;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63900;Polní;553/3 ;19127812.0;4,20532E+11;;info@nmbbrno.cz;www.nmbbrno.cz;p88rjpz;Jiří Klimeš, MAGDALENA RYŠAVÁ;Obec, město;Praktik;49.185627872324;16.596913496359;48512478;polní;48512478_polní;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48511722;27334;4,85117E+13;0;0;MUDr. Tomáš Machač;322;Samostatná ordinace PL - stomatologa;;223569;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60300;Křídlovická;351/47a;19106076.0;POINT(49.186128504543 16.603193058101);25.01.2019;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Tomáš Machač;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Šlapanice;66451;Nerudova;1329/30 ;19106076.0;;;tomasmachac@gmail.com;;enrai7u;;Fyzická osoba;Zubař;49.186128504543;16.603193058101;48511722;křídlovická;48511722_křídlovická;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48511404;27313;4,85114E+13;0;0;MUDr. Miroslav Zelený;324;Samostatná ordinace lékaře specialisty;;130538;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Nádražní;595/4;19099827.0;POINT(49.191525451632 16.611977890281);01.05.1993;chirurgie;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;MUDr. Miroslav Zelený;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Nádražní;595/4 ;19099827.0;4,20543E+11;;mudr.zeleny@seznam.cz;;eu5ujk4;;Fyzická osoba;Chirurgie;49.191525451632;16.611977890281;48511404;nádražní;48511404_nádražní;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48511145;27301;4,85111E+13;0;0;MUDr. Luboš Řezníček;320;Samost. ordinace všeob. prakt. lékaře;;130503;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61900;Sokolova;8/15;19399031.0;POINT(49.165284935326 16.614327928075);01.04.1994;všeobecné praktické lékařství;primární ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Luboš Řezníček;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61900;Sokolova;8/15 ;19399031.0;4,20543E+11;;rlnzz@seznam.cz;;2wqujiv;;Fyzická osoba;Praktik;49.165284935326;16.614327928075;48511145;sokolova;48511145_sokolova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48510637;27289;4,85106E+13;0;0;MUDr. Lubomíra Uhrová;322;Samostatná ordinace PL - stomatologa;;129865;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63700;Stromovka;418/20;19364512.0;POINT(49.209445730445 16.551388341579);01.04.1993;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Lubomíra Uhrová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63700;Stromovka;418/20 ;19364512.0;;;lubomirauhrova@seznam.cz;;p952mgt;;Fyzická osoba;Zubař;49.209445730445;16.551388341579;48510637;stromovka;48510637_stromovka;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48510483;27278;4,85105E+13;0;0;MUDr. Alena Gruberová;320;Samost. ordinace všeob. prakt. lékaře;;129702;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61200;Mečířova;2209/14;19715595.0;POINT(49.223242091399 16.585636512441);01.11.1993;všeobecné praktické lékařství;primární ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Alena Gruberová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61200;Mečířova;2209/14 ;19715595.0;4,20541E+11;;alena.gruberova@seznam.cz;https://www.ordinace.cz/ordinace/vo/design_9/profil.php?id=28367;pfr7ycf;;Fyzická osoba;Praktik;49.223242091399;16.585636512441;48510483;mečířova;48510483_mečířova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48510475;27277;4,85105E+13;0;0;Věra Šimáková;360;Samostatná stomatologická laboratoř;;130486;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63800;Brechtova;27/7;19258399.0;POINT(49.23309157475 16.627850326184);01.05.1993;Zubní technik;;;;Samostatná stomatologická laboratoř;Věra Šimáková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63800;Brechtova;27/7 ;19258399.0;;;;;rfcujfp;;Fyzická osoba;Zubař;49.23309157475;16.627850326184;48510475;brechtova;48510475_brechtova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48510459;27275;4,85105E+13;0;0;MUDr. Jaroslav Duben;324;Samostatná ordinace lékaře specialisty;;130515;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62800;Horníkova;2485/34;25264800.0;POINT(49.213087495254 16.682045444987);01.03.1993;ortopedie a traumatologie pohybového ústrojí;primární ambulantní péče;;;Samostatná ordinace lékaře specialisty;MUDr. Jaroslav Duben;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;64400;Mokrohorská;229/1 ;25264800.0;;;;;gm3ujfv;;Fyzická osoba;Ortopedie;49.213087495254;16.682045444987;48510459;horníkova;48510459_horníkova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48510408;27273;4,85104E+13;0;0;MUDr. Jiří Berka;324;Samostatná ordinace lékaře specialisty;;130458;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63900;Vojtova;243/23;19124783.0;POINT(49.182507780341 16.595190251351);01.04.1993;psychiatrie;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;MUDr. Jiří Berka;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63900;Vojtova;243/23 ;19124783.0;4,20543E+11;;berka@medihelp.cz;www.medihelp.cz;w3huje6;;Fyzická osoba;Psychologie;49.182507780341;16.595190251351;48510408;vojtova;48510408_vojtova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48510173;27265;4,85102E+13;0;0;PharmDr. Ludvík Ráček, Lékárna Akát;510;Lékárna;;130501;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63500;Kubíčkova;1080/6;19318308.0;POINT(49.220797509569 16.518514847012);01.01.1994;praktické lékárenství;;;;Lékárna;Pharm.Dr. Ludvík Ráček;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63500;Kubíčkova;1080/6 ;19318308.0;4,20546E+11;;lek.akat@volny.cz;https://www.lekarnaakat.cz;23s8cku;;Fyzická osoba;Praktické;49.220797509569;16.518514847012;48510173;kubíčkova;48510173_kubíčkova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48510149;27264;4,85101E+13;0;0;Naděžda Gogolínová;360;Samostatná stomatologická laboratoř;;130454;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61200;Jana Babáka;2733/11;19721595.0;POINT(49.216527448188 16.588166959964);01.04.1993;Zubní technik;;;;Samostatná stomatologická laboratoř;Naděžda Gogolínová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61200;Jana Babáka;2733/11 ;19721595.0;;;;;twdujdr;;Fyzická osoba;Zubař;49.216527448188;16.588166959964;48510149;jana babáka;48510149_jana babáka;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48481602;27034;4,84816E+13;0;0;MUDr. Jiří Brzobohatý;320;Samost. ordinace všeob. prakt. lékaře;;130216;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Kobližná;28/7;19093527.0;POINT(49.195527225774 16.61019557423);01.01.2003;všeobecné praktické lékařství;primární ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Jiří Brzobohatý;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Kobližná;28/7 ;19093527.0;;;dr.br.@volny.cz;;q9rxiat;;Fyzická osoba;Praktik;49.195527225774;16.61019557423;48481602;kobližná;48481602_kobližná;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48481599;27033;4,84816E+13;0;0;MUDr. Dagmar Danielová;320;Samost. ordinace všeob. prakt. lékaře;;208983;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6217;Tišnov;Deblín;;66475;;320;24937762.0;POINT(49.319778325579 16.346075340401);01.08.1993;všeobecné praktické lékařství;primární ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Dagmar Danielová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Deblín;66475;;320;24937762.0;4,20603E+11;;dagmar.danielova@seznam.cz;;pp6ud2e;;Fyzická osoba;Praktik;49.319778325579;16.346075340401;48481599;nan;48481599_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48481416;27025;4,84814E+13;0;0;MUDr. Vladimír Kubánek;320;Samost. ordinace všeob. prakt. lékaře;;131002;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6217;Tišnov;Tišnov;;66601;nám. Míru;24;13311832.0;POINT(49.349796785764 16.424038777746);01.07.1993;všeobecné praktické lékařství;primární ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Vladimír Kubánek;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Tišnov;66601;Na Honech;1786;13311832.0;4,20549E+11;;;;vcbudzt;;Fyzická osoba;Praktik;49.349796785764;16.424038777746;48481416;nám. míru;48481416_nám. míru;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48481238;27014;4,84812E+13;0;0;MUDr. Řezaninová Jana - praktická lékařka;320;Samost. ordinace všeob. prakt. lékaře;;208982;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6217;Tišnov;Drásov;;66424;;1;24951846.0;POINT(49.33189564158 16.478493945585);01.05.1993;všeobecné praktické lékařství;primární ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Řezaninová Jana - praktická lékařka;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Drásov;66424;;1;24951846.0;;;;;v28d96a;;Fyzická osoba;Praktik;49.33189564158;16.478493945585;48481238;nan;48481238_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48481165;27009;4,84812E+13;0;0;MUDr. Jiří Křivánek praktický stomatolog;322;Samostatná ordinace PL - stomatologa;;130931;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6216;Šlapanice;Modřice;;66442;Benešova;345;13208349.0;POINT(49.128214327407 16.613716777222);01.05.1993;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Jiří Křivánek praktický stomatolog;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Modřice;66442;Benešova;437;13208349.0;4,20547E+11;;jiriakrivanek@gmail.com;;hdwudyk;;Fyzická osoba;Zubař;49.128214327407;16.613716777222;48481165;benešova;48481165_benešova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48481131;27006;4,84811E+13;0;0;MUDr. Jiří Grolich;322;Samostatná ordinace PL - stomatologa;;130903;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6221;Židlochovice;Židlochovice;;66701;Masarykova;116;13333461.0;POINT(49.040251999853 16.618306091479);01.05.1993;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Jiří Grolich;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Židlochovice;66701;Masarykova;116;13333461.0;;;;;8kmudxs;;Fyzická osoba;Zubař;49.040251999853;16.618306091479;48481131;masarykova;48481131_masarykova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48481106;27003;4,84811E+13;0;0;MUDr. Kopečková Dagmar - praktické zubní lékařství;322;Samostatná ordinace PL - stomatologa;;130908;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6221;Židlochovice;Židlochovice;;66701;Masarykova;116;13333461.0;POINT(49.040251999853 16.618306091479);01.05.1993;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;MUDr. Kopečková Dagmar - praktické zubní lékařství;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Židlochovice;66701;Masarykova;116;13333461.0;4,20547E+11;;;;nz3udx3;;Fyzická osoba;Zubař;49.040251999853;16.618306091479;48481106;masarykova;48481106_masarykova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
48481084;26997;4,84811E+13;0;1;MUDr. Lubomír Čaněk;324;Samostatná ordinace lékaře specialisty;;130901;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6217;Tišnov;Tišnov;;66601;nám. 28. října;1708;13323652.0;POINT(49.350815577978 16.423276736819);01.10.1993;ortodoncie, zubní lékařství;primární ambulantní péče;;;Samostatná ordinace lékaře specialisty;MUDr. Lubomír Čaněk;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Židlochovice;66701;Komenského;58;13323652.0;;;;;5fhudwd;;Fyzická osoba;Zubař;49.350815577978;16.423276736819;48481084;nám. 28. října;48481084_nám. 28. října;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
